,First_pokemon,Second_pokemon,Winner,Loser,Winner Type 1,Winner Type 2,Winner Total,Loser Type 1,Loser Type 2,Loser Total,Winner stat higher than Loser,Winner Effectiveness against Loser,Winner Name
8923,464,633,633,464,dark,dragon,300,ground,rock,535,FALSE,1,Zoroark
8924,786,608,608,786,ghost,fire,370,psychic,fairy,570,FALSE,0.5,Whimsicott
8925,274,386,274,386,grass,dark,340,psychic,,600,FALSE,0,Grovyle
8926,228,120,228,120,dark,fire,330,water,,340,FALSE,2,Qwilfish
8927,468,351,351,468,normal,,420,fairy,flying,545,FALSE,1,Wailmer
8928,483,534,534,483,fight,,505,steel,dragon,680,FALSE,1,Wash Rotom
8929,398,306,398,306,normal,flying,485,steel,rock,630,FALSE,2,Mega Glalie
8930,323,10,10,323,bug,,195,fire,ground,560,FALSE,1,Squirtle
8931,339,406,339,406,water,ground,288,grass,poison,280,TRUE,2,Manectric
8932,546,303,546,303,grass,fairy,280,steel,fairy,480,FALSE,2,Giratina Origin Forme
8933,483,222,483,222,steel,dragon,680,water,rock,410,TRUE,0.25,Stunky
8934,499,731,499,731,fire,fight,418,normal,flying,265,TRUE,2,Mega Lucario
8935,265,173,265,173,bug,,195,fairy,,218,FALSE,1,Suicune
8936,577,573,573,577,normal,,470,psychic,,290,TRUE,1,Pansear
8937,613,670,613,670,ice,,305,fairy,,551,FALSE,1,Krokorok
8938,49,279,279,49,water,flying,440,bug,poison,450,FALSE,0.5,Blaziken
8939,175,251,175,251,fairy,,245,psychic,grass,600,FALSE,1,Feraligatr
8940,238,79,79,238,water,psychic,315,ice,psychic,305,TRUE,0.25,Tentacool
8941,146,134,134,146,water,,525,fire,flying,580,FALSE,0.5,Jynx
8942,114,597,597,114,grass,steel,305,grass,,435,FALSE,0.25,Palpitoad
8943,641,652,641,652,flying,,580,grass,fight,530,TRUE,0.25,Reuniclus
8944,704,465,704,465,dragon,,300,grass,,535,FALSE,0.5,Tornadus Therian Forme
8945,668,800,800,668,psychic,,600,fire,normal,507,TRUE,1,Volcanion
8946,441,683,441,683,normal,flying,411,fairy,,462,FALSE,1,Empoleon
8947,334,384,384,334,dragon,flying,780,dragon,flying,590,TRUE,2,Castform
8948,627,631,631,627,fire,,484,normal,flying,350,TRUE,1,Garbodor
8949,392,738,392,738,fire,fight,534,bug,electric,500,TRUE,0.25,Chimecho
8950,792,497,792,497,psychic,ghost,680,grass,,528,TRUE,1,Noivern
8951,64,8,8,64,water,,405,psychic,,400,TRUE,1,Mega Charizard X
8952,87,658,658,87,water,dark,640,water,ice,475,TRUE,0.25,Galvantula
8953,217,227,217,227,normal,,500,steel,flying,465,TRUE,1,Unown
8954,621,784,621,784,dragon,,485,dragon,fight,600,FALSE,2,Scraggy
8955,758,751,758,751,poison,fire,480,water,bug,269,TRUE,0.5,Malamar
8956,359,329,359,329,dark,,565,ground,dragon,340,TRUE,1,Spinda
8957,530,770,770,530,ghost,ground,480,ground,steel,508,FALSE,1,Aurorus
8958,659,593,593,659,water,ghost,480,normal,,237,TRUE,0,Timburr
8959,626,514,514,626,fire,,498,normal,,490,TRUE,1,Magnezone
8960,774,638,638,774,steel,fight,580,rock,flying,500,TRUE,0.25,Gothitelle
8961,739,382,739,382,fight,,338,water,,770,FALSE,1,Floette
8962,233,74,233,74,normal,,515,rock,ground,300,TRUE,1,Mega Heracross
8963,54,506,506,54,normal,,275,water,,320,FALSE,1,Carnivine
8964,590,304,590,304,grass,poison,294,steel,rock,330,FALSE,1,Excadrill
8965,668,374,668,374,fire,normal,507,steel,psychic,300,TRUE,0.5,Beheeyem
8966,32,537,32,537,poison,,273,water,ground,509,FALSE,2,Raichu
8967,581,764,581,764,water,flying,473,fairy,,485,FALSE,1,Unfezant
8968,626,613,613,626,ice,,305,normal,,490,FALSE,1,Krokorok
8969,718,495,718,495,dragon,ground,708,grass,,308,TRUE,1,Genesect
8970,395,377,377,395,rock,,580,water,steel,530,TRUE,4,Claydol
8971,145,209,209,145,fairy,,300,electric,flying,580,FALSE,1,Yanma
8972,426,323,426,323,ghost,flying,498,fire,ground,560,FALSE,0,Rayquaza
8973,104,193,193,104,bug,flying,390,ground,,320,TRUE,0,Xatu
8974,762,521,521,762,normal,flying,488,grass,,290,TRUE,0.5,Yanmega
8975,102,572,102,572,grass,psychic,325,normal,,300,TRUE,1,Gengar
8976,508,148,508,148,normal,,500,dragon,,420,TRUE,1,Lumineon
8977,600,87,600,87,steel,,440,water,ice,475,FALSE,0.5,Sawk
8978,123,347,123,347,bug,flying,500,rock,bug,355,TRUE,2,Tangela
8979,141,691,141,691,rock,water,495,poison,dragon,494,TRUE,0.5,Gyarados
8980,287,386,386,287,psychic,,600,normal,,280,TRUE,1,Shuppet
8981,685,323,685,323,fairy,,480,fire,ground,560,FALSE,1,Golurk
8982,354,515,515,354,water,,316,ghost,,555,FALSE,1,Lickilicky
8983,645,795,795,645,bug,fight,570,ground,flying,600,FALSE,2,Zygarde Half Forme
8984,761,288,288,761,normal,,440,grass,,210,TRUE,1,Linoone
8985,665,436,436,665,steel,psychic,300,bug,,213,TRUE,1,Chimchar
8986,513,530,513,530,fire,,316,ground,steel,508,FALSE,1,Weavile
8987,271,574,574,271,psychic,,290,water,grass,340,FALSE,1,Simisear
8988,493,785,785,493,electric,fairy,570,normal,,720,FALSE,1,Gourgeist Average Size
8989,83,95,95,83,rock,ground,385,normal,flying,377,TRUE,0.25,Dewgong
8990,464,401,401,464,bug,,194,ground,rock,535,FALSE,1,Walrein
8991,17,347,347,17,rock,bug,355,normal,flying,349,TRUE,0.5,Swalot
8992,630,150,630,150,dark,flying,510,psychic,,780,FALSE,0,Trubbish
8993,23,176,23,176,poison,,288,fairy,flying,405,FALSE,0.5,Pidgeot
8994,255,374,374,255,steel,psychic,300,fire,,310,FALSE,2,Corphish
8995,75,743,75,743,rock,ground,390,bug,fairy,464,FALSE,1,Machamp
8996,102,587,102,587,grass,psychic,325,electric,flying,428,FALSE,1,Gengar
8997,404,686,686,404,dark,psychic,288,electric,,363,FALSE,1,Pawniard
8998,158,92,158,92,water,,314,ghost,poison,310,TRUE,1,Zapdos
8999,73,621,621,73,dragon,,485,water,poison,515,FALSE,0.5,Scraggy
9000,417,570,570,417,dark,,330,electric,,405,FALSE,1,Liepard
9001,630,140,140,630,rock,water,355,dark,flying,510,FALSE,0.5,Magikarp
9002,642,23,23,642,poison,,288,electric,flying,580,FALSE,1,Pidgeot
9003,107,111,107,111,fight,,455,ground,rock,345,TRUE,0.5,Krabby
9004,791,134,134,791,water,,525,psychic,steel,680,FALSE,0.5,Jynx
9005,779,503,503,779,water,,528,water,psychic,475,TRUE,0.5,Drapion
9006,62,781,781,62,ghost,grass,517,water,fight,510,TRUE,0,Pumpkaboo Average Size
9007,549,129,549,129,grass,,480,water,,200,TRUE,0.5,Manaphy
9008,700,646,700,646,fairy,,525,dragon,ice,700,FALSE,0,Cobalion
9009,783,331,783,331,dragon,fight,420,grass,,335,TRUE,0.5,Pumpkaboo Large Size
9010,415,512,415,512,bug,flying,244,grass,,498,FALSE,0.25,Regirock
9011,669,36,36,669,fairy,,483,fairy,,303,TRUE,1,Nidorina
9012,271,517,271,517,water,grass,340,psychic,,292,TRUE,1,Ho-oh
9013,491,9,9,491,water,,630,dark,,600,TRUE,1,Mega Charizard Y
9014,653,114,114,653,grass,,435,fire,,307,TRUE,2,Marowak
9015,129,607,129,607,water,,200,ghost,fire,275,FALSE,0.5,Seaking
9016,644,531,531,644,normal,,545,dragon,electric,680,FALSE,1,Froslass
9017,303,267,303,267,steel,fairy,480,bug,flying,395,TRUE,0.125,Pelipper
9018,431,445,431,445,normal,,310,dragon,ground,700,FALSE,1,Deoxys Defense Forme
9019,718,594,718,594,dragon,ground,708,water,,470,TRUE,1,Genesect
9020,104,126,104,126,ground,,320,fire,,495,FALSE,1,Onix
9021,646,244,646,244,dragon,ice,700,fire,,580,TRUE,1,Vanilluxe
9022,512,271,271,512,water,grass,340,grass,,498,FALSE,1,Ho-oh
9023,295,641,295,641,normal,,490,flying,,580,FALSE,1,Lombre
9024,48,364,48,364,bug,poison,305,ice,water,410,FALSE,1,Golbat
9025,597,450,597,450,grass,steel,305,ground,,525,FALSE,1,Palpitoad
9026,486,579,579,486,psychic,,490,normal,,670,FALSE,1,Pidove
9027,565,335,565,335,water,rock,495,normal,,458,TRUE,0.5,Watchog
9028,735,434,735,434,normal,,418,poison,dark,329,TRUE,1,Vivillon
9029,68,345,68,345,fight,,505,rock,grass,355,TRUE,0.5,Poliwrath
9030,349,17,349,17,water,,200,normal,flying,349,FALSE,1,Sharpedo
9031,336,562,336,562,poison,,458,ghost,,303,TRUE,1,Medicham
9032,273,438,438,273,rock,,290,grass,,220,TRUE,2,Infernape
9033,170,404,170,404,water,electric,330,electric,,363,FALSE,1,Cyndaquil
9034,383,557,557,383,bug,rock,325,ground,,770,FALSE,1,Serperior
9035,418,683,418,683,water,,330,fairy,,462,FALSE,1,Latias
9036,139,487,139,487,rock,water,495,ghost,dragon,680,FALSE,1,Tauros
9037,391,100,100,391,electric,,330,fire,fight,405,FALSE,1,Gastly
9038,688,238,688,238,rock,water,306,ice,psychic,305,TRUE,0.5,Bouffalant
9039,15,574,574,15,psychic,,290,bug,poison,495,FALSE,2,Simisear
9040,750,276,276,750,normal,flying,270,ground,,500,FALSE,0,Mega Sceptile
9041,557,163,163,557,normal,flying,262,bug,rock,325,FALSE,1,Mewtwo
9042,565,708,708,565,ghost,grass,309,water,rock,495,FALSE,0.5,Zekrom
9043,278,781,278,781,water,flying,270,ghost,grass,517,FALSE,1,Combusken
9044,218,418,418,218,water,,330,fire,,250,TRUE,0.5,Latias
9045,391,449,391,449,fire,fight,405,ground,,330,TRUE,2,Tropius
9046,468,776,776,468,fire,dragon,485,fairy,flying,545,FALSE,1,Sliggoo
9047,409,113,409,113,rock,,495,normal,,450,TRUE,0.5,Salamence
9048,575,522,522,575,electric,,295,psychic,,390,FALSE,1,Leafeon
9049,610,446,610,446,dragon,,320,normal,,390,FALSE,1,Lilligant
9050,71,585,585,71,normal,grass,335,grass,poison,490,FALSE,1,Boldore
9051,415,487,415,487,bug,flying,244,ghost,dragon,680,FALSE,1,Regirock
9052,644,501,501,644,water,,308,dragon,electric,680,FALSE,2,Hippowdon
9053,713,463,713,463,ice,,514,normal,,515,FALSE,1,Kyurem White Kyurem
9054,452,185,185,452,rock,,410,poison,dark,500,FALSE,0.5,Chinchou
9055,743,82,743,82,bug,fairy,464,electric,steel,465,FALSE,2,Pancham
9056,97,112,112,97,ground,rock,485,psychic,,483,TRUE,1,Exeggutor
9057,77,49,77,49,fire,,410,bug,poison,450,FALSE,0.5,Weepinbell
9058,426,436,426,436,ghost,flying,498,steel,psychic,300,TRUE,1,Rayquaza
9059,215,792,792,215,psychic,ghost,680,dark,ice,430,TRUE,4,Noivern
9060,760,167,760,167,normal,fight,500,bug,poison,250,TRUE,0.5,Barbaracle
9061,337,647,337,647,rock,psychic,460,water,fight,580,FALSE,2,Mega Medicham
9062,97,52,97,52,psychic,,483,normal,dark,290,TRUE,2,Muk
9063,215,318,215,318,dark,ice,430,water,dark,305,TRUE,0.5,Slowking
9064,410,380,410,380,rock,steel,350,dragon,psychic,700,FALSE,0.25,Mega Salamence
9065,103,381,103,381,grass,psychic,530,dragon,psychic,700,FALSE,0.5,Mega Gengar
9066,467,405,467,405,fire,,540,electric,,523,TRUE,1,Floatzel
9067,530,603,603,530,electric,,405,ground,steel,508,FALSE,1,Leavanny
9068,291,475,475,291,psychic,fight,618,bug,flying,456,TRUE,2,Buneary
9069,26,444,444,26,dragon,ground,410,electric,electric,485,FALSE,0,Staraptor
9070,585,328,328,585,ground,,290,normal,grass,335,FALSE,2,Mega Sableye
9071,391,330,391,330,fire,fight,405,ground,dragon,520,FALSE,2,Tropius
9072,456,170,170,456,water,electric,330,water,,330,FALSE,0.5,Cyndaquil
9073,596,693,693,596,water,,500,bug,electric,472,TRUE,2,Heatmor
9074,637,443,443,637,dragon,ground,300,bug,fire,550,FALSE,0.5,Staravia
9075,170,507,507,170,normal,,370,water,electric,330,TRUE,1,Finneon
9076,583,794,583,794,ice,,395,bug,fight,570,FALSE,2,Zebstrika
9077,435,577,435,577,poison,dark,479,psychic,,290,TRUE,0,Torterra
9078,615,131,131,615,water,ice,535,ice,,515,TRUE,0.25,Starmie
9079,591,523,523,591,electric,,497,grass,poison,464,TRUE,1,Glaceon
9080,219,25,219,25,fire,rock,430,electric,,320,TRUE,1,Girafarig
9081,391,685,685,391,fairy,,480,fire,fight,405,TRUE,0.5,Golurk
9082,130,644,130,644,water,flying,640,dragon,electric,680,FALSE,4,Staryu
9083,455,722,722,455,grass,flying,320,grass,,454,FALSE,0.25,Fennekin
9084,760,266,760,266,normal,fight,500,bug,,205,TRUE,0.5,Barbaracle
9085,768,350,350,768,water,,540,bug,water,530,TRUE,0.5,Mega Sharpedo
9086,756,698,756,698,grass,fairy,405,rock,ice,362,TRUE,2,Slurpuff
9087,177,676,177,676,psychic,flying,320,normal,,472,FALSE,1,Furret
9088,98,373,373,98,dragon,flying,700,water,,325,TRUE,0.5,Whiscash
9089,652,31,652,31,grass,fight,530,poison,ground,505,TRUE,1,Foongus
9090,640,212,212,640,bug,steel,600,grass,fight,580,TRUE,0.25,Espeon
9091,119,151,119,151,water,,450,psychic,,600,FALSE,1,Weezing
9092,518,25,518,25,psychic,,487,electric,,320,TRUE,1,Electivire
9093,785,285,785,285,electric,fairy,570,grass,,295,TRUE,1,Gourgeist Average Size
9094,438,656,438,656,rock,,290,water,,314,FALSE,2,Infernape
9095,584,609,609,584,ghost,fire,520,ice,,535,FALSE,0.5,Petilil
9096,767,440,440,767,normal,,220,bug,water,230,FALSE,1,Prinplup
9097,657,377,377,657,rock,,580,water,,405,TRUE,2,Claydol
9098,493,427,427,493,normal,,350,normal,,720,FALSE,1,Mega Rayquaza
9099,388,785,785,388,electric,fairy,570,grass,,405,TRUE,1,Gourgeist Average Size
9100,203,121,203,121,normal,psychic,455,water,psychic,520,FALSE,0.5,Hoppip
9101,205,281,205,281,bug,steel,465,psychic,fairy,278,TRUE,0.25,Jumpluff
9102,380,740,740,380,fight,ice,478,dragon,psychic,700,FALSE,2,Florges
9103,668,253,253,668,grass,,405,fire,normal,507,FALSE,2,Porygon2
9104,44,5,44,5,grass,poison,395,fire,,405,FALSE,2,Ninetales
9105,701,513,513,701,fire,,316,fight,flying,500,FALSE,1,Weavile
9106,554,268,554,268,fire,,315,bug,,205,TRUE,0.5,Victini
9107,356,45,45,356,grass,poison,490,ghost,,455,TRUE,1,Jigglypuff
9108,698,539,539,698,fight,,465,rock,ice,362,TRUE,0.5,Mesprit
9109,617,16,16,617,normal,flying,251,bug,,495,FALSE,0.5,Butterfree
9110,717,180,717,180,dark,flying,680,electric,,365,TRUE,2,Meloetta Pirouette Forme
9111,486,776,776,486,fire,dragon,485,normal,,670,FALSE,1,Sliggoo
9112,446,154,154,446,grass,,525,normal,,390,TRUE,1,Aerodactyl
9113,776,299,299,776,rock,,375,fire,dragon,485,FALSE,0.5,Shiftry
9114,159,586,586,159,normal,grass,475,water,,405,TRUE,0.5,Gigalith
9115,404,32,32,404,poison,,273,electric,,363,FALSE,1,Raichu
9116,493,460,493,460,normal,,720,grass,ice,594,TRUE,1,Gabite
9117,246,640,246,640,rock,ground,300,grass,fight,580,FALSE,8,Skarmory
9118,439,389,439,389,psychic,fairy,310,grass,ground,525,FALSE,1,Piplup
9119,759,781,781,759,ghost,grass,517,normal,fight,340,TRUE,0,Pumpkaboo Average Size
9120,213,535,535,213,water,,294,bug,rock,505,FALSE,1,Frost Rotom
9121,164,237,164,237,normal,flying,452,fight,,455,FALSE,1,Mega Mewtwo X
9122,475,243,475,243,psychic,fight,618,electric,,580,TRUE,1,Buneary
9123,151,778,778,151,ghost,fairy,476,psychic,,600,FALSE,1,Klefki
9124,134,517,134,517,water,,525,psychic,,292,TRUE,1,Jynx
9125,474,545,545,474,bug,poison,485,normal,,535,FALSE,1,Giratina Altered Forme
9126,798,345,798,345,grass,steel,570,rock,grass,355,TRUE,0.125,Hoopa Confined
9127,748,487,487,748,ghost,dragon,680,poison,water,495,TRUE,0.25,Bonsly
9128,709,789,709,789,ghost,grass,474,psychic,,200,TRUE,1,Landorus Incarnate Forme
9129,762,59,59,762,fire,,555,grass,,290,TRUE,0.5,Persian
9130,477,718,477,718,ghost,,525,dragon,ground,708,FALSE,1,Mega Lopunny
9131,269,340,340,269,water,ground,468,bug,poison,385,TRUE,0.5,Mega Manectric
9132,732,55,732,55,normal,flying,355,water,,500,FALSE,1,Talonflame
9133,318,713,713,318,ice,,514,water,dark,305,TRUE,1,Kyurem White Kyurem
9134,751,619,751,619,water,bug,269,fight,,350,FALSE,0.5,Aegislash Blade Forme
9135,643,790,643,790,dragon,fire,680,psychic,,400,TRUE,1,Swanna
9136,381,789,381,789,dragon,psychic,700,psychic,,200,TRUE,0.5,Armaldo
9137,611,609,611,609,dragon,,410,ghost,fire,520,FALSE,0.5,Basculin
9138,138,101,138,101,rock,water,355,electric,,490,FALSE,2,Mega Pinsir
9139,171,415,171,415,water,electric,460,bug,flying,244,TRUE,0.5,Quilava
9140,434,660,434,660,poison,dark,329,normal,ground,423,FALSE,2,Grotle
9141,19,642,19,642,normal,dark,253,electric,flying,580,FALSE,1,Beedrill
9142,799,363,799,363,dark,dragon,570,ice,water,290,TRUE,1,Hoopa Unbound
9143,532,558,558,532,bug,rock,485,fight,,305,TRUE,1,Tepig
9144,387,650,387,650,grass,,318,grass,,313,TRUE,0.5,Banette
9145,160,653,160,653,water,,530,fire,,307,TRUE,0.5,Dratini
9146,107,201,107,201,fight,,455,psychic,,336,TRUE,2,Krabby
9147,611,150,611,150,dragon,,410,psychic,,780,FALSE,1,Basculin
9148,551,71,71,551,grass,poison,490,ground,dark,292,TRUE,1,Alakazam
9149,276,93,276,93,normal,flying,270,ghost,poison,405,FALSE,0,Mega Sceptile
9150,764,798,798,764,grass,steel,570,fairy,,485,TRUE,0.5,Hoopa Confined
9151,17,746,746,17,water,,620,normal,flying,349,TRUE,1,Espurr
9152,651,13,651,13,grass,,405,bug,poison,195,TRUE,4,Escavalier
9153,399,664,664,399,bug,,200,normal,,250,FALSE,1,Tynamo
9154,417,246,246,417,rock,ground,300,electric,,405,FALSE,0,Skarmory
9155,536,565,536,565,water,ground,384,water,rock,495,FALSE,0.5,Fan Rotom
9156,118,485,485,118,fire,steel,600,water,,320,TRUE,2,Bronzor
9157,267,239,267,239,bug,flying,395,electric,,360,TRUE,2,Pupitar
9158,729,382,382,729,water,,770,water,,420,TRUE,0.5,Feebas
9159,81,362,362,81,ice,,580,electric,steel,325,TRUE,2,Flygon
9160,523,611,611,523,dragon,,410,electric,,497,FALSE,0.5,Basculin
9161,534,555,534,555,fight,,505,fire,fire,540,FALSE,1,Wash Rotom
9162,376,146,146,376,fire,flying,580,steel,psychic,700,FALSE,0.5,Vaporeon
9163,637,636,637,636,bug,fire,550,bug,fire,360,TRUE,0.5,Gothorita
9164,142,750,142,750,rock,flying,615,ground,,500,TRUE,0,Mega Gyarados
9165,67,639,67,639,fight,,405,rock,fight,580,FALSE,0.5,Poliwhirl
9166,549,678,549,678,grass,,480,psychic,,466,TRUE,1,Manaphy
9167,690,96,690,96,poison,water,320,psychic,,328,FALSE,2,Braviary
9168,376,340,376,340,steel,psychic,700,water,ground,468,TRUE,2,Baltoy
9169,572,744,572,744,normal,,300,rock,,280,TRUE,1,Simisage
9170,101,85,85,101,normal,flying,470,electric,,490,FALSE,2,Rapidash
9171,292,727,727,292,fire,dark,530,bug,ghost,236,TRUE,0.5,Greninja
9172,142,324,142,324,rock,flying,615,fire,,470,TRUE,0.5,Mega Gyarados
9173,362,114,362,114,ice,,580,grass,,435,TRUE,1,Flygon
9174,466,302,302,466,dark,ghost,480,electric,,540,FALSE,1,Wingull
9175,587,277,587,277,electric,flying,428,normal,flying,455,FALSE,0.5,Woobat
9176,630,276,276,630,normal,flying,270,dark,flying,510,FALSE,1,Mega Sceptile
9177,321,23,23,321,poison,,288,water,,500,FALSE,1,Pidgeot
9178,233,360,233,360,normal,,515,psychic,,260,TRUE,1,Mega Heracross
9179,546,289,546,289,grass,fairy,280,normal,,670,FALSE,1,Giratina Origin Forme
9180,68,637,68,637,fight,,505,bug,fire,550,FALSE,0.5,Poliwrath
9181,133,38,133,38,normal,,325,fire,ice,505,FALSE,1,Scyther
9182,154,219,154,219,grass,,525,fire,rock,430,TRUE,2,Aerodactyl
9183,656,729,729,656,water,,420,water,,314,TRUE,0.5,Diggersby
9184,426,265,426,265,ghost,flying,498,bug,,195,TRUE,0.25,Rayquaza
9185,734,190,734,190,normal,,253,normal,,360,FALSE,1,Spewpa
9186,500,442,442,500,ghost,dark,485,fire,fight,528,FALSE,0,Starly
9187,413,670,413,670,bug,grass,424,fairy,,551,FALSE,1,Metagross
9188,459,401,401,459,bug,,194,grass,ice,334,FALSE,0.5,Walrein
9189,138,483,138,483,rock,water,355,steel,dragon,680,FALSE,1,Mega Pinsir
9190,471,492,492,471,grass,grass,600,ice,,525,TRUE,2,Gible
9191,680,244,680,244,steel,ghost,448,fire,,580,FALSE,2,Stunfisk
9192,487,343,487,343,ghost,dragon,680,ground,psychic,300,TRUE,1,Bonsly
9193,665,169,169,665,poison,flying,535,bug,,213,TRUE,0.25,Meganium
9194,654,725,725,654,fire,,320,fire,,409,FALSE,0.5,Froakie
9195,535,744,535,744,water,,294,rock,,280,TRUE,1,Frost Rotom
9196,549,24,24,549,poison,,448,grass,,480,FALSE,0.5,Mega Pidgeot
9197,111,151,151,111,psychic,,600,ground,rock,345,TRUE,1,Omastar
9198,497,562,562,497,ghost,,303,grass,,528,FALSE,1,Dewott
9199,362,316,316,362,poison,,302,ice,,580,FALSE,1,Ninjask
9200,602,329,329,602,ground,dragon,340,electric,,275,TRUE,0,Mawile
9201,427,1,427,1,normal,,350,grass,poison,318,TRUE,1,Mega Rayquaza
9202,671,567,567,671,rock,flying,567,fairy,,552,TRUE,1,Herdier
9203,428,306,428,306,normal,,580,steel,rock,630,FALSE,1,Jirachi
9204,426,501,426,501,ghost,flying,498,water,,308,TRUE,1,Rayquaza
9205,756,14,756,14,grass,fairy,405,bug,poison,205,TRUE,4,Slurpuff
9206,11,602,11,602,bug,,205,electric,,275,FALSE,1,Wartortle
9207,421,565,421,565,grass,,450,water,rock,495,FALSE,0.5,Mega Latios
9208,743,289,743,289,bug,fairy,464,normal,,670,FALSE,1,Pancham
9209,658,155,155,658,fire,,309,water,dark,640,FALSE,2,Mega Aerodactyl
9210,58,607,58,607,fire,,350,ghost,fire,275,TRUE,0.5,Meowth
9211,739,305,739,305,fight,,338,steel,rock,430,FALSE,0.5,Floette
9212,77,528,528,77,psychic,flying,425,fire,,410,TRUE,1,Mega Gallade
9213,339,566,339,566,water,ground,288,rock,flying,401,FALSE,0.5,Manectric
9214,430,614,430,614,dark,flying,505,ice,,505,FALSE,2,DeoxysAttack Forme
9215,706,330,706,330,dragon,,600,ground,dragon,520,TRUE,2,Thundurus Therian Forme
9216,461,793,793,461,rock,poison,570,dark,ice,510,TRUE,1,Xerneas
9217,654,220,220,654,ice,ground,250,fire,,409,FALSE,2,Pineco
9218,423,244,423,244,water,ground,475,fire,,580,FALSE,0.5,Primal Kyogre
9219,362,110,362,110,ice,,580,poison,,490,TRUE,1,Flygon
9220,254,539,254,539,grass,,630,fight,,465,TRUE,1,Stantler
9221,3,543,543,3,bug,poison,260,grass,poison,625,FALSE,0.125,Heatran
9222,624,752,752,624,water,bug,454,dark,steel,340,TRUE,0.5,Aegislash Shield Forme
9223,474,742,474,742,normal,,535,bug,fairy,304,TRUE,1,Drifblim
9224,306,81,306,81,steel,rock,630,electric,steel,325,TRUE,1,Gardevoir
9225,102,402,102,402,grass,psychic,325,bug,,384,FALSE,4,Gengar
9226,47,670,670,47,fairy,,551,bug,grass,405,TRUE,0.5,Lampent
9227,696,745,745,696,rock,,487,rock,dragon,362,TRUE,1,Furfrou
9228,471,267,267,471,bug,flying,395,ice,,525,FALSE,2,Pupitar
9229,272,485,272,485,water,grass,480,fire,steel,600,FALSE,0.5,Celebi
9230,536,520,536,520,water,ground,384,normal,flying,358,TRUE,1,Fan Rotom
9231,264,789,264,789,normal,,420,psychic,,200,TRUE,1,Entei
9232,792,8,792,8,psychic,ghost,680,water,,405,TRUE,1,Noivern
9233,730,791,730,791,water,fairy,530,psychic,steel,680,FALSE,1,Fletchling
9234,116,520,520,116,normal,flying,358,water,,295,TRUE,1,Togekiss
9235,661,353,353,661,ghost,,295,normal,flying,278,TRUE,0,Numel
9236,728,705,705,728,dragon,,452,water,,320,TRUE,0.5,Thundurus Incarnate Forme
